adstart1_recuperoco2;Class;PhysicalObject;
vbstart_recuperoco2;Class;PhysicalObject;
s548;Class;Tank;
atmstart2_recuperoco2;Class;PhysicalObject;
atmstart1_recuperoco2;Class;PhysicalObject;
ba460;Class;PhysicalObject;
ch4start_recuperoco2;Class;PhysicalObject;
ul135;Class;PhysicalObject;
c460b;Class;Container;
ba461;Class;PhysicalObject;
c460a;Class;Container;
ul134;Class;PhysicalObject;
adstart2_recuperoco2;Class;PhysicalObject;
adstart3_recuperoco2;Class;PhysicalObject;
xv461-2;Class;Valve;
ul133;Class;PhysicalObject;
ba462;Class;PhysicalObject;
kohstart_recuperoco2;Class;PhysicalObject;
ul132;Class;PhysicalObject;
ul131;Class;PhysicalObject;
xv461-1;Class;Valve;
s461;Class;Tank;
ba463;Class;PhysicalObject;
p461a;Class;Pump;
p460a;Class;Pump;
cogeneratorestart;Class;PhysicalObject;
k460;Class;PhysicalObject;
ul130;Class;PhysicalObject;
p461b;Class;Pump;
p460b;Class;Pump;
Flusso_298;Class;Flow;
Flusso_298;ObjectProperty;startIn;adstart1_recuperoco2
Flusso_298;ObjectProperty;endIn;s548
Flusso_299;Class;Flow;
Flusso_299;ObjectProperty;startIn;vbstart_recuperoco2
Flusso_299;ObjectProperty;endIn;s548
Flusso_300;Class;Flow;
Flusso_300;ObjectProperty;startIn;ch4start_recuperoco2
Flusso_300;ObjectProperty;endIn;ba460
Flusso_301;Class;Flow;
Flusso_301;ObjectProperty;startIn;s548
Flusso_301;ObjectProperty;endIn;ba460
Flusso_302;Class;Flow;
Flusso_302;ObjectProperty;startIn;p461a
Flusso_302;ObjectProperty;endIn;ul135
Flusso_303;Class;Flow;
Flusso_303;ObjectProperty;startIn;p461b
Flusso_303;ObjectProperty;endIn;ul135
Flusso_304;Class;Flow;
Flusso_304;ObjectProperty;startIn;atmstart2_recuperoco2
Flusso_304;ObjectProperty;endIn;c460b
Flusso_305;Class;Flow;
Flusso_305;ObjectProperty;startIn;ul135
Flusso_305;ObjectProperty;endIn;c460b
Flusso_306;Class;Flow;
Flusso_306;ObjectProperty;startIn;ul134
Flusso_306;ObjectProperty;endIn;c460b
Flusso_307;Class;Flow;
Flusso_307;ObjectProperty;startIn;k460
Flusso_307;ObjectProperty;endIn;c460b
Flusso_308;Class;Flow;
Flusso_308;ObjectProperty;startIn;ch4start_recuperoco2
Flusso_308;ObjectProperty;endIn;ba461
Flusso_309;Class;Flow;
Flusso_309;ObjectProperty;startIn;s548
Flusso_309;ObjectProperty;endIn;ba461
Flusso_310;Class;Flow;
Flusso_310;ObjectProperty;startIn;atmstart1_recuperoco2
Flusso_310;ObjectProperty;endIn;c460a
Flusso_311;Class;Flow;
Flusso_311;ObjectProperty;startIn;ul135
Flusso_311;ObjectProperty;endIn;c460a
Flusso_312;Class;Flow;
Flusso_312;ObjectProperty;startIn;ul132
Flusso_312;ObjectProperty;endIn;c460a
Flusso_313;Class;Flow;
Flusso_313;ObjectProperty;startIn;ul134
Flusso_313;ObjectProperty;endIn;c460a
Flusso_314;Class;Flow;
